,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
39940,37,technician,single,university.degree,no,yes,no,cellular,jun,fri,300,1,999,2,-1.7,94.055,-39.8,0.748,4991.6,1
87,39,admin.,married,university.degree,no,yes,yes,telephone,may,mon,192,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
24616,32,blue-collar,single,university.degree,no,no,no,cellular,nov,mon,242,2,999,0,-0.1,93.2,-42.0,4.191,5195.8,0
6859,40,technician,married,professional.course,no,no,yes,telephone,may,wed,51,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
35764,36,admin.,married,high.school,no,yes,no,cellular,may,mon,4,2,999,0,-1.8,92.893,-46.2,1.244,5099.1,0
19974,38,technician,married,professional.course,no,yes,no,cellular,aug,fri,848,1,999,0,1.4,93.444,-36.1,4.966,5228.1,1
12564,30,technician,single,high.school,no,yes,no,telephone,jul,mon,130,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0
19050,34,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,148,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
22334,59,services,married,basic.4y,unknown,no,no,cellular,aug,thu,93,7,999,0,1.4,93.444,-36.1,4.963,5228.1,0
13779,25,blue-collar,married,basic.9y,no,no,no,cellular,jul,thu,326,5,999,0,1.4,93.918,-42.7,4.963,5228.1,0
35182,51,blue-collar,married,basic.9y,unknown,no,no,cellular,may,fri,830,1,999,1,-1.8,92.893,-46.2,1.25,5099.1,1
37624,48,technician,married,high.school,no,yes,no,cellular,aug,mon,711,1,999,0,-2.9,92.201,-31.4,0.861,5076.2,1
8172,26,technician,single,university.degree,no,no,no,telephone,jun,tue,1173,3,999,0,1.4,94.465,-41.8,4.864,5228.1,1
26262,34,management,single,university.degree,no,yes,yes,cellular,nov,thu,125,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
4872,32,technician,single,university.degree,unknown,no,no,telephone,may,wed,857,1,999,0,1.1,93.994,-36.4,4.858,5191.0,1
38824,77,retired,married,unknown,no,yes,no,cellular,nov,fri,381,1,999,0,-3.4,92.649,-30.1,0.714,5017.5,1
8117,44,technician,married,professional.course,unknown,no,no,telephone,jun,mon,312,3,999,0,1.4,94.465,-41.8,4.865,5228.1,0
23246,58,blue-collar,divorced,basic.6y,unknown,no,no,cellular,aug,tue,272,7,999,0,1.4,93.444,-36.1,4.965,5228.1,0
38373,20,student,single,high.school,no,no,yes,cellular,oct,mon,169,1,999,0,-3.4,92.431,-26.9,0.739,5017.5,0
35523,44,services,divorced,high.school,no,no,no,cellular,may,mon,903,4,999,0,-1.8,92.893,-46.2,1.244,5099.1,1
31913,44,blue-collar,married,basic.6y,no,no,yes,cellular,may,thu,244,2,999,0,-1.8,92.893,-46.2,1.327,5099.1,0
28185,34,admin.,single,high.school,no,no,no,cellular,apr,tue,231,1,999,0,-1.8,93.075,-47.1,1.453,5099.1,0
5247,33,services,single,high.school,no,yes,no,telephone,may,fri,466,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
1166,42,services,married,professional.course,no,yes,no,telephone,may,thu,813,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1
26691,37,management,married,basic.9y,no,yes,no,cellular,nov,thu,130,2,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
39455,35,admin.,married,university.degree,no,yes,no,cellular,apr,thu,330,1,10,1,-1.8,93.749,-34.6,0.644,5008.7,1
31697,36,technician,single,high.school,no,yes,no,cellular,may,thu,229,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,0
38046,34,admin.,single,university.degree,no,no,no,cellular,sep,fri,260,3,3,2,-3.4,92.379,-29.8,0.773,5017.5,1
7386,50,admin.,married,university.degree,no,yes,no,telephone,may,fri,152,4,999,0,1.1,93.994,-36.4,4.864,5191.0,0
33848,31,self-employed,married,basic.9y,no,unknown,unknown,cellular,may,wed,168,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
31875,55,technician,married,university.degree,no,yes,yes,cellular,may,thu,895,2,999,1,-1.8,92.893,-46.2,1.327,5099.1,1
35270,30,services,single,high.school,no,yes,yes,cellular,may,fri,255,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
41164,54,admin.,married,professional.course,no,no,no,cellular,nov,tue,1868,2,10,1,-1.1,94.767,-50.8,1.035,4963.6,1
33359,48,management,married,basic.9y,no,yes,no,cellular,may,tue,725,1,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
40198,56,technician,married,professional.course,no,no,no,cellular,jul,mon,230,2,999,1,-1.7,94.215,-40.3,0.87,4991.6,1
17499,59,admin.,divorced,high.school,unknown,no,yes,cellular,jul,mon,630,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1
37223,32,technician,single,professional.course,no,no,no,cellular,aug,fri,87,1,999,0,-2.9,92.201,-31.4,0.881,5076.2,1
17191,54,technician,married,professional.course,no,yes,no,telephone,jul,fri,149,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
34976,59,admin.,divorced,university.degree,no,yes,no,cellular,may,fri,899,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
28278,27,technician,single,basic.9y,no,yes,no,telephone,apr,wed,523,2,999,0,-1.8,93.075,-47.1,1.445,5099.1,1
28891,47,technician,married,professional.course,unknown,yes,no,cellular,apr,fri,260,1,999,0,-1.8,93.075,-47.1,1.405,5099.1,0
37526,36,technician,married,professional.course,no,yes,no,cellular,aug,thu,92,2,999,1,-2.9,92.201,-31.4,0.873,5076.2,0
40220,72,retired,married,basic.6y,no,yes,no,cellular,jul,wed,143,1,999,0,-1.7,94.215,-40.3,0.881,4991.6,1
33564,33,services,married,high.school,no,yes,no,cellular,may,tue,737,3,999,0,-1.8,92.893,-46.2,1.291,5099.1,1
32814,39,blue-collar,single,basic.9y,no,no,no,cellular,may,mon,583,2,999,0,-1.8,92.893,-46.2,1.299,5099.1,1
27394,32,technician,divorced,high.school,no,no,no,cellular,nov,fri,50,1,999,0,-0.1,93.2,-42.0,4.021,5195.8,0
4294,53,blue-collar,married,basic.4y,unknown,no,no,telephone,may,tue,182,2,999,0,1.1,93.994,-36.4,4.856,5191.0,1
39355,34,blue-collar,single,unknown,no,yes,no,cellular,mar,fri,360,1,999,1,-1.8,93.369,-34.8,0.636,5008.7,1
36883,25,student,single,university.degree,no,yes,yes,cellular,jun,thu,393,2,999,0,-2.9,92.963,-40.8,1.235,5076.2,1
40050,83,housemaid,divorced,basic.4y,no,yes,no,cellular,jul,tue,667,2,3,1,-1.7,94.215,-40.3,0.797,4991.6,1
39432,48,admin.,married,professional.course,no,yes,no,cellular,apr,mon,333,1,7,1,-1.8,93.749,-34.6,0.642,5008.7,1
30345,40,self-employed,single,university.degree,unknown,yes,no,cellular,apr,thu,384,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
39463,68,retired,married,university.degree,no,yes,no,cellular,apr,fri,330,3,999,0,-1.8,93.749,-34.6,0.644,5008.7,1
15598,39,technician,single,professional.course,no,yes,no,telephone,jul,mon,241,3,999,0,1.4,93.918,-42.7,4.96,5228.1,0
16427,40,entrepreneur,married,university.degree,no,no,no,cellular,jul,wed,94,4,999,0,1.4,93.918,-42.7,4.963,5228.1,0
25154,32,services,married,professional.course,no,yes,yes,cellular,nov,tue,265,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
38949,44,admin.,divorced,high.school,no,yes,no,telephone,nov,mon,1628,2,6,1,-3.4,92.649,-30.1,0.719,5017.5,1
39852,36,self-employed,single,university.degree,no,no,yes,cellular,jun,mon,458,1,4,4,-1.7,94.055,-39.8,0.72,4991.6,1
33967,34,admin.,married,university.degree,no,yes,no,cellular,may,wed,80,2,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
11532,31,blue-collar,married,basic.6y,no,no,no,telephone,jun,fri,1573,5,999,0,1.4,94.465,-41.8,4.959,5228.1,1
25591,50,entrepreneur,married,basic.4y,unknown,yes,no,telephone,nov,wed,53,1,999,0,-0.1,93.2,-42.0,4.12,5195.8,0
8169,58,retired,married,basic.4y,no,yes,no,telephone,jun,tue,159,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
4627,39,unemployed,married,university.degree,no,no,no,telephone,may,wed,225,1,999,0,1.1,93.994,-36.4,4.858,5191.0,0
35247,30,blue-collar,married,professional.course,no,no,no,cellular,may,fri,1357,4,999,1,-1.8,92.893,-46.2,1.25,5099.1,1
39992,26,admin.,married,high.school,no,no,no,cellular,jun,wed,598,4,12,3,-1.7,94.055,-39.8,0.767,4991.6,1
21121,41,technician,married,professional.course,no,no,no,cellular,aug,mon,203,2,999,0,1.4,93.444,-36.1,4.963,5228.1,0
16058,38,blue-collar,married,basic.4y,unknown,no,no,cellular,jul,tue,690,1,999,0,1.4,93.918,-42.7,4.961,5228.1,1
32270,38,blue-collar,single,high.school,no,no,no,cellular,may,fri,136,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,0
16884,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,1.4,93.918,-42.7,4.962,5228.1,1
35998,49,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,135,1,999,2,-1.8,92.893,-46.2,1.266,5099.1,0
22716,52,housemaid,married,basic.6y,no,yes,no,cellular,aug,fri,208,1,999,0,1.4,93.444,-36.1,4.964,5228.1,0
38642,36,admin.,single,university.degree,no,no,yes,cellular,nov,tue,187,1,999,0,-3.4,92.649,-30.1,0.72,5017.5,1
28743,33,technician,married,professional.course,no,no,no,cellular,apr,thu,285,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,1
3839,25,admin.,married,high.school,no,yes,no,telephone,may,fri,4,2,999,0,1.1,93.994,-36.4,4.859,5191.0,0
7447,46,housemaid,married,basic.4y,no,no,no,telephone,may,fri,68,2,999,0,1.1,93.994,-36.4,4.864,5191.0,0
23073,35,admin.,single,university.degree,no,no,no,cellular,aug,tue,131,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2330,38,blue-collar,single,basic.9y,no,yes,no,telephone,may,tue,2231,1,999,0,1.1,93.994,-36.4,4.856,5191.0,1
14803,49,retired,married,high.school,no,yes,no,cellular,jul,wed,555,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1
37911,34,technician,married,professional.course,no,yes,no,cellular,sep,wed,233,2,999,0,-3.4,92.379,-29.8,0.813,5017.5,1
35883,28,technician,single,professional.course,no,no,no,cellular,may,fri,198,1,3,1,-1.8,92.893,-46.2,1.259,5099.1,1
41025,25,student,single,high.school,no,no,no,cellular,oct,fri,554,3,999,0,-1.1,94.601,-49.5,1.029,4963.6,1
27789,39,admin.,single,high.school,no,yes,no,cellular,mar,tue,395,3,999,0,-1.8,92.843,-50.0,1.687,5099.1,1
10829,38,blue-collar,married,basic.6y,no,no,no,telephone,jun,wed,37,1,999,0,1.4,94.465,-41.8,4.962,5228.1,0
35109,30,unemployed,single,high.school,no,no,no,cellular,may,fri,13,11,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
16834,54,services,single,basic.9y,no,no,yes,cellular,jul,thu,169,1,999,0,1.4,93.918,-42.7,4.962,5228.1,0
40049,43,self-employed,married,university.degree,no,no,no,cellular,jul,tue,386,3,999,1,-1.7,94.215,-40.3,0.797,4991.6,1
39231,38,blue-collar,single,high.school,no,no,no,telephone,mar,tue,450,3,6,2,-1.8,93.369,-34.8,0.652,5008.7,1
38455,98,retired,married,basic.4y,unknown,yes,no,cellular,oct,fri,272,2,999,0,-3.4,92.431,-26.9,0.73,5017.5,1
9581,37,blue-collar,married,professional.course,no,yes,no,telephone,jun,mon,179,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
1493,33,services,unknown,high.school,no,yes,yes,telephone,may,thu,155,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
39125,51,blue-collar,married,professional.course,no,yes,no,cellular,dec,wed,241,3,999,0,-3.0,92.713,-33.0,0.7,5023.5,1
24840,43,technician,married,professional.course,no,yes,no,telephone,nov,tue,89,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
2913,26,student,single,university.degree,no,yes,no,telephone,may,wed,217,1,999,0,1.1,93.994,-36.4,4.859,5191.0,0
29808,29,technician,single,basic.9y,no,yes,no,cellular,apr,mon,114,2,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
34092,32,services,single,high.school,no,no,no,cellular,may,wed,402,2,999,1,-1.8,92.893,-46.2,1.281,5099.1,0
39525,27,student,single,university.degree,no,yes,yes,cellular,apr,tue,147,2,999,1,-1.8,93.749,-34.6,0.646,5008.7,0
16651,23,admin.,single,professional.course,no,no,yes,cellular,jul,wed,206,3,999,0,1.4,93.918,-42.7,4.963,5228.1,0
18224,36,self-employed,single,university.degree,no,no,no,cellular,jul,wed,540,6,999,0,1.4,93.918,-42.7,4.963,5228.1,1
19998,33,technician,married,professional.course,no,no,no,cellular,aug,fri,922,7,999,0,1.4,93.444,-36.1,4.966,5228.1,1
32258,36,services,single,basic.9y,no,yes,no,cellular,may,fri,501,2,999,0,-1.8,92.893,-46.2,1.313,5099.1,1
23935,40,admin.,divorced,professional.course,no,yes,no,telephone,aug,fri,18,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
38288,74,retired,married,unknown,no,yes,yes,cellular,oct,wed,251,1,999,0,-3.4,92.431,-26.9,0.742,5017.5,1
40330,36,admin.,single,professional.course,no,yes,no,telephone,aug,mon,25,1,999,0,-1.7,94.027,-38.3,0.898,4991.6,0
35212,39,blue-collar,married,basic.6y,unknown,no,no,cellular,may,fri,173,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
40194,78,retired,married,basic.4y,no,no,no,cellular,jul,mon,1148,1,999,0,-1.7,94.215,-40.3,0.87,4991.6,1
9562,42,technician,single,basic.9y,unknown,no,no,telephone,jun,mon,626,1,999,0,1.4,94.465,-41.8,4.961,5228.1,0
41085,51,admin.,divorced,high.school,no,yes,yes,cellular,nov,tue,334,2,6,4,-1.1,94.767,-50.8,1.049,4963.6,1
5572,42,housemaid,married,basic.4y,no,yes,no,telephone,may,mon,130,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
21429,36,admin.,married,university.degree,unknown,yes,no,cellular,aug,tue,361,4,999,0,1.4,93.444,-36.1,4.963,5228.1,0
26821,36,technician,single,professional.course,no,yes,no,cellular,nov,thu,352,3,999,0,-0.1,93.2,-42.0,4.076,5195.8,0
36036,55,entrepreneur,married,professional.course,no,yes,no,cellular,may,tue,56,2,999,0,-1.8,92.893,-46.2,1.266,5099.1,0
33684,29,blue-collar,married,high.school,no,yes,no,cellular,may,wed,66,1,999,0,-1.8,92.893,-46.2,1.281,5099.1,0
21048,33,admin.,single,university.degree,no,no,no,cellular,aug,thu,277,2,999,0,1.4,93.444,-36.1,4.964,5228.1,0
30006,85,retired,married,basic.4y,unknown,yes,no,cellular,apr,tue,129,3,999,0,-1.8,93.075,-47.1,1.405,5099.1,1
35939,54,admin.,single,university.degree,no,no,no,cellular,may,mon,337,1,999,0,-1.8,92.893,-46.2,1.264,5099.1,1
30337,41,technician,divorced,professional.course,no,yes,no,cellular,apr,thu,834,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
30458,30,management,single,university.degree,no,yes,yes,cellular,may,mon,447,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,1
38937,27,technician,single,university.degree,no,no,yes,cellular,nov,wed,342,1,999,0,-3.4,92.649,-30.1,0.716,5017.5,1
28680,40,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,283,1,999,0,-1.8,93.075,-47.1,1.41,5099.1,0
11012,59,retired,married,basic.9y,no,yes,no,telephone,jun,wed,2093,1,999,0,1.4,94.465,-41.8,4.962,5228.1,1
31053,52,management,divorced,university.degree,no,no,no,cellular,may,wed,451,1,999,1,-1.8,92.893,-46.2,1.334,5099.1,1
2194,34,management,single,university.degree,no,no,no,telephone,may,mon,248,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
19795,44,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,85,6,999,0,1.4,93.444,-36.1,4.966,5228.1,0
15500,39,blue-collar,married,basic.9y,no,yes,no,cellular,jul,fri,635,3,999,0,1.4,93.918,-42.7,4.957,5228.1,1
36996,47,technician,married,professional.course,no,no,no,telephone,jul,fri,320,2,999,0,-2.9,92.469,-33.6,1.059,5076.2,0
12680,50,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,371,2,999,0,1.4,93.918,-42.7,4.96,5228.1,0
34407,31,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,680,1,6,1,-1.8,92.893,-46.2,1.266,5099.1,1
37686,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,240,2,999,0,-2.9,92.201,-31.4,0.854,5076.2,1
35117,43,management,married,university.degree,no,yes,no,cellular,may,fri,663,1,999,0,-1.8,92.893,-46.2,1.25,5099.1,1
14840,37,services,divorced,basic.9y,no,yes,no,cellular,jul,wed,122,1,999,0,1.4,93.918,-42.7,4.957,5228.1,0
37705,25,admin.,single,university.degree,no,yes,no,telephone,aug,thu,84,1,999,0,-2.9,92.201,-31.4,0.851,5076.2,0
8090,34,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,227,15,999,0,1.4,94.465,-41.8,4.865,5228.1,0
7470,47,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,604,2,999,0,1.1,93.994,-36.4,4.864,5191.0,1
36493,20,student,single,unknown,no,yes,no,cellular,jun,wed,213,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
1194,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,262,1,999,0,1.1,93.994,-36.4,4.855,5191.0,0
34328,26,management,single,university.degree,no,yes,no,cellular,may,thu,667,1,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
30343,38,admin.,single,university.degree,no,yes,yes,cellular,apr,thu,555,2,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
13186,42,technician,married,high.school,no,yes,no,cellular,jul,wed,761,1,999,0,1.4,93.918,-42.7,4.962,5228.1,1
12322,27,services,married,high.school,unknown,no,no,telephone,jul,fri,584,1,999,0,1.4,93.918,-42.7,4.959,5228.1,1
17878,59,housemaid,divorced,basic.4y,unknown,no,no,cellular,jul,tue,277,1,999,0,1.4,93.918,-42.7,4.961,5228.1,0
21403,31,technician,single,professional.course,no,yes,no,cellular,aug,tue,74,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
40487,33,admin.,married,university.degree,no,yes,no,cellular,aug,thu,265,1,3,3,-1.7,94.027,-38.3,0.899,4991.6,1
33588,53,technician,married,basic.6y,unknown,yes,no,cellular,may,tue,673,4,999,0,-1.8,92.893,-46.2,1.291,5099.1,0
10605,41,technician,married,university.degree,no,no,no,telephone,jun,tue,88,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
17979,32,admin.,married,high.school,no,no,no,cellular,jul,tue,193,14,999,0,1.4,93.918,-42.7,4.961,5228.1,0
30270,30,admin.,married,university.degree,no,yes,no,cellular,apr,thu,461,1,999,0,-1.8,93.075,-47.1,1.365,5099.1,1
8187,33,admin.,married,high.school,no,yes,no,telephone,jun,tue,361,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
6498,37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,210,1,999,0,1.1,93.994,-36.4,4.857,5191.0,0
14519,38,management,married,university.degree,no,yes,no,cellular,jul,tue,646,4,999,0,1.4,93.918,-42.7,4.961,5228.1,0
32137,39,management,married,university.degree,no,yes,no,cellular,may,fri,53,1,999,0,-1.8,92.893,-46.2,1.313,5099.1,0
36194,24,management,single,university.degree,no,yes,no,cellular,may,thu,513,9,999,0,-1.8,92.893,-46.2,1.27,5099.1,1
3113,32,services,married,basic.9y,no,no,no,telephone,may,thu,746,1,999,0,1.1,93.994,-36.4,4.86,5191.0,1
10730,36,self-employed,married,university.degree,no,yes,no,telephone,jun,tue,134,7,999,0,1.4,94.465,-41.8,4.961,5228.1,0
3354,25,blue-collar,single,basic.9y,unknown,no,no,telephone,may,thu,56,1,999,0,1.1,93.994,-36.4,4.86,5191.0,0
25295,31,management,single,university.degree,no,yes,no,cellular,nov,tue,129,2,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
25367,50,admin.,married,university.degree,no,no,no,telephone,nov,tue,40,1,999,0,-0.1,93.2,-42.0,4.153,5195.8,0
39103,37,admin.,married,university.degree,no,no,yes,cellular,dec,mon,206,2,6,1,-3.0,92.713,-33.0,0.706,5023.5,1
28081,44,services,married,high.school,no,yes,no,cellular,apr,fri,240,1,999,2,-1.8,93.075,-47.1,1.479,5099.1,0
32881,46,management,married,basic.6y,no,no,no,cellular,may,mon,966,1,999,0,-1.8,92.893,-46.2,1.299,5099.1,1
40822,26,technician,single,professional.course,no,yes,no,cellular,sep,fri,249,1,3,3,-1.1,94.199,-37.5,0.879,4963.6,1
37899,28,management,single,university.degree,no,yes,no,cellular,sep,tue,76,1,999,0,-3.4,92.379,-29.8,0.819,5017.5,0
2257,39,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,504,4,999,0,1.1,93.994,-36.4,4.856,5191.0,1
24196,39,admin.,married,university.degree,no,yes,no,cellular,nov,mon,44,1,999,1,-0.1,93.2,-42.0,4.191,5195.8,0
20064,47,admin.,married,university.degree,unknown,yes,no,cellular,aug,mon,39,1,999,0,1.4,93.444,-36.1,4.965,5228.1,0
38929,58,retired,married,basic.4y,no,yes,no,cellular,nov,wed,487,1,999,2,-3.4,92.649,-30.1,0.716,5017.5,1
7924,25,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,283,5,999,0,1.4,94.465,-41.8,4.865,5228.1,0
15925,30,blue-collar,single,basic.9y,no,no,yes,cellular,jul,mon,985,11,999,0,1.4,93.918,-42.7,4.96,5228.1,1
36574,25,technician,married,professional.course,no,no,no,cellular,jun,wed,595,3,999,1,-2.9,92.963,-40.8,1.26,5076.2,0
37249,36,services,married,basic.9y,no,yes,no,cellular,aug,fri,215,1,999,1,-2.9,92.201,-31.4,0.881,5076.2,1
11274,55,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,thu,1136,1,999,0,1.4,94.465,-41.8,4.961,5228.1,1
31705,38,admin.,married,high.school,no,yes,yes,cellular,may,thu,574,1,999,0,-1.8,92.893,-46.2,1.327,5099.1,1
8324,49,management,divorced,university.degree,unknown,yes,no,telephone,jun,tue,165,3,999,0,1.4,94.465,-41.8,4.864,5228.1,0
5329,50,technician,married,high.school,no,yes,no,telephone,may,fri,893,3,999,0,1.1,93.994,-36.4,4.857,5191.0,1
19047,47,management,married,university.degree,no,no,no,cellular,aug,tue,88,1,999,0,1.4,93.444,-36.1,4.968,5228.1,0
36903,48,admin.,married,university.degree,no,yes,no,cellular,jun,mon,136,1,999,1,-2.9,92.963,-40.8,1.215,5076.2,0
39298,66,retired,married,high.school,no,unknown,unknown,cellular,mar,tue,881,3,999,1,-1.8,93.369,-34.8,0.646,5008.7,1
39607,52,admin.,married,university.degree,no,no,no,cellular,may,thu,613,1,3,2,-1.8,93.876,-40.0,0.677,5008.7,1
13447,32,technician,single,university.degree,no,yes,yes,telephone,jul,wed,16,43,999,0,1.4,93.918,-42.7,4.962,5228.1,0
38429,33,services,married,high.school,no,yes,no,cellular,oct,thu,313,3,999,0,-3.4,92.431,-26.9,0.733,5017.5,1
18448,38,services,married,high.school,no,no,yes,cellular,jul,thu,74,1,999,0,1.4,93.918,-42.7,4.968,5228.1,0
39993,27,unknown,single,university.degree,no,yes,no,cellular,jun,wed,665,4,3,2,-1.7,94.055,-39.8,0.767,4991.6,1
30124,55,services,divorced,professional.course,no,yes,no,telephone,apr,wed,164,23,999,0,-1.8,93.075,-47.1,1.372,5099.1,0
29049,47,management,married,high.school,no,no,yes,cellular,apr,fri,245,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0
6881,47,blue-collar,divorced,basic.9y,unknown,yes,no,telephone,may,wed,30,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
8148,48,housemaid,married,high.school,no,no,no,telephone,jun,tue,87,1,999,0,1.4,94.465,-41.8,4.864,5228.1,0
29050,30,technician,single,high.school,no,yes,no,cellular,apr,fri,218,1,999,1,-1.8,93.075,-47.1,1.405,5099.1,0
26398,29,services,married,basic.9y,no,yes,no,cellular,nov,thu,755,1,999,0,-0.1,93.2,-42.0,4.076,5195.8,1
30497,53,admin.,divorced,university.degree,no,yes,no,cellular,may,mon,367,1,999,0,-1.8,92.893,-46.2,1.354,5099.1,1
11490,32,services,married,high.school,unknown,no,no,telephone,jun,fri,174,1,999,0,1.4,94.465,-41.8,4.959,5228.1,0
14787,39,technician,married,high.school,unknown,no,no,cellular,jul,wed,781,1,999,0,1.4,93.918,-42.7,4.957,5228.1,1
20489,49,management,married,university.degree,no,no,yes,cellular,aug,tue,297,2,999,0,1.4,93.444,-36.1,4.966,5228.1,0
22757,30,technician,divorced,university.degree,no,no,no,cellular,aug,mon,66,5,999,0,1.4,93.444,-36.1,4.965,5228.1,0
2151,33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,88,2,999,0,1.1,93.994,-36.4,4.857,5191.0,0
12445,31,housemaid,divorced,high.school,no,yes,no,cellular,jul,mon,127,4,999,0,1.4,93.918,-42.7,4.96,5228.1,0
11335,38,admin.,married,high.school,no,yes,no,telephone,jun,thu,117,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
13471,30,services,single,high.school,no,no,no,cellular,jul,wed,1426,3,999,0,1.4,93.918,-42.7,4.962,5228.1,1
34375,35,technician,married,professional.course,no,yes,no,cellular,may,thu,590,5,999,0,-1.8,92.893,-46.2,1.266,5099.1,1
8112,35,student,single,university.degree,unknown,yes,yes,telephone,jun,mon,444,2,999,0,1.4,94.465,-41.8,4.865,5228.1,1
40258,68,retired,married,university.degree,no,yes,no,cellular,jul,mon,546,2,999,1,-1.7,94.215,-40.3,0.889,4991.6,1
35592,33,technician,divorced,professional.course,no,no,no,cellular,may,mon,287,1,999,0,-1.8,92.893,-46.2,1.244,5099.1,0
1348,50,technician,married,high.school,no,yes,no,telephone,may,thu,756,1,999,0,1.1,93.994,-36.4,4.855,5191.0,1
8423,59,technician,married,unknown,no,no,no,telephone,jun,tue,131,4,999,0,1.4,94.465,-41.8,4.864,5228.1,0
21627,36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,245,1,999,0,1.4,93.444,-36.1,4.963,5228.1,0
36615,32,admin.,married,university.degree,no,no,yes,cellular,jun,thu,327,3,3,1,-2.9,92.963,-40.8,1.26,5076.2,1
39279,30,self-employed,married,university.degree,no,yes,no,telephone,mar,mon,577,7,999,0,-1.8,93.369,-34.8,0.646,5008.7,1
40418,59,retired,married,professional.course,no,no,no,cellular,aug,fri,218,3,3,1,-1.7,94.027,-38.3,0.905,4991.6,1
35217,32,blue-collar,married,professional.course,no,yes,no,cellular,may,fri,160,2,999,0,-1.8,92.893,-46.2,1.25,5099.1,0
1218,47,services,married,high.school,unknown,yes,no,telephone,may,thu,231,2,999,0,1.1,93.994,-36.4,4.855,5191.0,0
11931,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,924,3,999,0,1.4,94.465,-41.8,4.959,5228.1,1
9743,53,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,445,2,999,0,1.4,94.465,-41.8,4.961,5228.1,0
6695,53,technician,married,professional.course,unknown,no,no,telephone,may,wed,864,2,999,0,1.1,93.994,-36.4,4.857,5191.0,1
36499,34,technician,married,professional.course,no,yes,no,cellular,jun,wed,302,1,999,0,-2.9,92.963,-40.8,1.26,5076.2,1
