,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
31317,58,retired,married,professional.course,no,yes,no,cellular,may,wed,47,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
30506,33,services,married,high.school,no,no,yes,cellular,may,mon,347,2,999,1,-1.8,92.893,-46.2,1.354,5099.1
26561,32,services,married,high.school,no,yes,no,cellular,nov,thu,282,2,999,0,-0.1,93.2,-42.0,4.076,5195.8
33055,24,services,single,high.school,no,yes,no,cellular,may,mon,201,3,999,0,-1.8,92.893,-46.2,1.299,5099.1
37088,27,technician,single,university.degree,no,yes,no,cellular,jul,mon,258,3,999,0,-2.9,92.469,-33.6,0.944,5076.2
23172,47,self-employed,married,university.degree,no,no,no,cellular,aug,tue,320,3,999,0,1.4,93.444,-36.1,4.965,5228.1
25499,37,management,married,university.degree,no,yes,no,cellular,nov,wed,140,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
28172,53,blue-collar,married,basic.4y,unknown,no,no,cellular,apr,mon,165,4,999,0,-1.8,93.075,-47.1,1.466,5099.1
37359,59,admin.,divorced,professional.course,no,yes,no,telephone,aug,tue,91,1,999,1,-2.9,92.201,-31.4,0.883,5076.2
3122,35,technician,single,professional.course,no,yes,yes,telephone,may,thu,150,1,999,0,1.1,93.994,-36.4,4.86,5191.0
17699,42,services,single,unknown,unknown,yes,no,telephone,jul,tue,105,7,999,0,1.4,93.918,-42.7,4.961,5228.1
36184,53,self-employed,married,university.degree,no,no,yes,cellular,may,wed,141,3,6,1,-1.8,92.893,-46.2,1.27,5099.1
22773,58,admin.,divorced,university.degree,unknown,no,yes,cellular,aug,mon,75,2,999,0,1.4,93.444,-36.1,4.965,5228.1
31310,27,services,married,high.school,no,yes,no,cellular,may,wed,903,2,999,0,-1.8,92.893,-46.2,1.334,5099.1
13863,60,retired,divorced,high.school,no,yes,no,cellular,jul,fri,55,1,999,0,1.4,93.918,-42.7,4.963,5228.1
38830,55,blue-collar,married,basic.4y,no,no,no,cellular,nov,fri,227,2,999,0,-3.4,92.649,-30.1,0.714,5017.5
31739,41,blue-collar,married,basic.6y,unknown,no,no,cellular,may,thu,170,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
931,29,admin.,single,high.school,no,yes,no,telephone,may,wed,511,2,999,0,1.1,93.994,-36.4,4.856,5191.0
30071,29,student,single,high.school,no,no,no,cellular,apr,thu,86,1,999,0,-1.8,93.075,-47.1,1.406,5099.1
691,33,management,single,university.degree,no,no,no,telephone,may,tue,125,2,999,0,1.1,93.994,-36.4,4.857,5191.0
35359,23,blue-collar,single,basic.4y,no,yes,no,cellular,may,fri,28,8,999,0,-1.8,92.893,-46.2,1.25,5099.1
6365,51,technician,married,basic.9y,no,yes,no,telephone,may,tue,676,6,999,0,1.1,93.994,-36.4,4.857,5191.0
18297,54,housemaid,married,basic.4y,unknown,yes,no,cellular,jul,wed,92,3,999,0,1.4,93.918,-42.7,4.963,5228.1
20957,30,admin.,married,university.degree,no,no,no,cellular,aug,thu,165,1,999,0,1.4,93.444,-36.1,4.964,5228.1
40621,88,retired,married,basic.4y,no,no,no,cellular,sep,mon,127,2,999,0,-1.1,94.199,-37.5,0.882,4963.6
16431,24,services,single,basic.9y,no,yes,no,telephone,jul,wed,108,2,999,0,1.4,93.918,-42.7,4.963,5228.1
20329,50,management,married,university.degree,no,yes,yes,cellular,aug,mon,342,3,999,0,1.4,93.444,-36.1,4.965,5228.1
4320,44,admin.,divorced,university.degree,unknown,yes,yes,telephone,may,tue,273,1,999,0,1.1,93.994,-36.4,4.856,5191.0
35743,33,entrepreneur,single,university.degree,no,no,no,cellular,may,mon,637,4,999,1,-1.8,92.893,-46.2,1.244,5099.1
3970,41,management,married,university.degree,unknown,yes,no,telephone,may,mon,27,1,999,0,1.1,93.994,-36.4,4.858,5191.0
25771,31,technician,single,basic.9y,unknown,yes,yes,cellular,nov,wed,131,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
4927,32,blue-collar,divorced,basic.9y,no,no,no,telephone,may,wed,205,2,999,0,1.1,93.994,-36.4,4.858,5191.0
4934,40,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,239,2,999,0,1.1,93.994,-36.4,4.858,5191.0
14619,32,technician,single,professional.course,no,yes,no,cellular,jul,tue,479,1,999,0,1.4,93.918,-42.7,4.961,5228.1
13973,32,blue-collar,married,basic.6y,no,yes,no,cellular,jul,fri,251,2,999,0,1.4,93.918,-42.7,4.963,5228.1
39710,31,services,single,basic.9y,no,unknown,unknown,cellular,may,fri,429,1,999,3,-1.8,93.876,-40.0,0.695,5008.7
23869,30,admin.,single,university.degree,no,yes,no,cellular,aug,fri,141,1,999,0,1.4,93.444,-36.1,4.963,5228.1
22699,31,technician,single,professional.course,no,no,yes,cellular,aug,fri,142,1,999,0,1.4,93.444,-36.1,4.964,5228.1
3093,38,management,married,basic.6y,unknown,yes,no,telephone,may,thu,243,1,999,0,1.1,93.994,-36.4,4.86,5191.0
21104,35,admin.,divorced,university.degree,no,yes,no,cellular,aug,mon,139,3,999,0,1.4,93.444,-36.1,4.963,5228.1
12750,30,services,married,high.school,no,yes,no,cellular,jul,tue,24,26,999,0,1.4,93.918,-42.7,4.962,5228.1
24345,43,management,married,university.degree,no,no,no,cellular,nov,mon,150,2,999,0,-0.1,93.2,-42.0,4.191,5195.8
40004,26,admin.,married,high.school,no,yes,yes,cellular,jun,wed,275,2,999,1,-1.7,94.055,-39.8,0.767,4991.6
15793,43,services,married,high.school,no,no,no,cellular,jul,mon,710,1,999,0,1.4,93.918,-42.7,4.96,5228.1
3983,52,management,divorced,high.school,no,unknown,unknown,telephone,may,mon,259,3,999,0,1.1,93.994,-36.4,4.858,5191.0
20681,33,technician,single,university.degree,unknown,unknown,unknown,cellular,aug,wed,690,1,999,0,1.4,93.444,-36.1,4.965,5228.1
23331,31,management,married,university.degree,no,no,no,cellular,aug,wed,129,4,999,0,1.4,93.444,-36.1,4.964,5228.1
34182,39,services,married,high.school,no,no,no,cellular,may,wed,383,5,999,0,-1.8,92.893,-46.2,1.281,5099.1
1094,40,technician,married,professional.course,no,yes,no,telephone,may,wed,253,8,999,0,1.1,93.994,-36.4,4.856,5191.0
22934,39,technician,divorced,professional.course,unknown,no,no,cellular,aug,mon,93,4,999,0,1.4,93.444,-36.1,4.965,5228.1
28318,38,admin.,married,high.school,no,no,no,cellular,apr,wed,518,2,999,1,-1.8,93.075,-47.1,1.445,5099.1
15975,33,blue-collar,married,basic.6y,unknown,no,yes,cellular,jul,mon,111,2,999,0,1.4,93.918,-42.7,4.96,5228.1
28756,47,blue-collar,married,basic.9y,no,yes,no,cellular,apr,thu,563,1,999,0,-1.8,93.075,-47.1,1.41,5099.1
31927,34,technician,married,professional.course,no,unknown,unknown,cellular,may,thu,35,3,999,0,-1.8,92.893,-46.2,1.327,5099.1
26468,30,self-employed,single,university.degree,no,yes,no,cellular,nov,thu,88,1,999,1,-0.1,93.2,-42.0,4.076,5195.8
39181,34,blue-collar,married,high.school,no,yes,no,cellular,mar,fri,115,1,999,0,-1.8,93.369,-34.8,0.653,5008.7
2844,43,technician,divorced,professional.course,unknown,unknown,unknown,telephone,may,wed,182,2,999,0,1.1,93.994,-36.4,4.859,5191.0
25102,39,management,single,high.school,unknown,yes,no,cellular,nov,tue,68,3,999,0,-0.1,93.2,-42.0,4.153,5195.8
18215,56,retired,divorced,basic.4y,no,no,yes,cellular,jul,wed,246,3,999,0,1.4,93.918,-42.7,4.963,5228.1
20862,30,unknown,divorced,university.degree,no,no,yes,cellular,aug,thu,106,1,999,0,1.4,93.444,-36.1,4.964,5228.1
37399,34,blue-collar,married,high.school,no,yes,no,cellular,aug,wed,115,2,999,1,-2.9,92.201,-31.4,0.879,5076.2
16,35,blue-collar,married,basic.6y,no,yes,no,telephone,may,mon,312,1,999,0,1.1,93.994,-36.4,4.857,5191.0
28210,40,technician,married,professional.course,no,no,no,cellular,apr,tue,274,1,999,0,-1.8,93.075,-47.1,1.453,5099.1
16527,30,admin.,married,university.degree,no,yes,no,telephone,jul,wed,717,8,999,0,1.4,93.918,-42.7,4.963,5228.1
18447,50,technician,married,high.school,no,yes,no,cellular,jul,thu,196,2,999,0,1.4,93.918,-42.7,4.968,5228.1
23534,33,services,married,university.degree,unknown,yes,no,cellular,aug,thu,198,3,999,0,1.4,93.444,-36.1,4.962,5228.1
21061,31,admin.,single,high.school,no,yes,yes,cellular,aug,thu,101,1,999,0,1.4,93.444,-36.1,4.964,5228.1
12206,39,blue-collar,married,basic.9y,unknown,yes,no,telephone,jul,wed,306,2,999,0,1.4,93.918,-42.7,4.956,5228.1
31431,28,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,549,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
32015,30,blue-collar,married,basic.4y,no,yes,yes,cellular,may,thu,463,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
14410,54,management,married,university.degree,no,no,no,cellular,jul,mon,798,2,999,0,1.4,93.918,-42.7,4.962,5228.1
32776,30,admin.,single,high.school,no,no,no,cellular,may,mon,133,1,999,0,-1.8,92.893,-46.2,1.299,5099.1
4687,35,blue-collar,married,basic.9y,no,yes,no,telephone,may,wed,420,1,999,0,1.1,93.994,-36.4,4.858,5191.0
4923,38,admin.,married,high.school,no,no,no,telephone,may,wed,153,4,999,0,1.1,93.994,-36.4,4.858,5191.0
5878,44,admin.,married,high.school,no,yes,no,telephone,may,mon,175,5,999,0,1.1,93.994,-36.4,4.857,5191.0
30604,53,management,married,high.school,no,yes,no,cellular,may,mon,8,3,999,0,-1.8,92.893,-46.2,1.354,5099.1
32452,27,services,single,high.school,no,yes,no,cellular,may,fri,86,4,999,0,-1.8,92.893,-46.2,1.313,5099.1
16462,27,blue-collar,single,basic.9y,unknown,yes,no,telephone,jul,wed,104,1,999,0,1.4,93.918,-42.7,4.963,5228.1
35123,54,retired,divorced,university.degree,no,yes,yes,cellular,may,fri,261,1,999,0,-1.8,92.893,-46.2,1.25,5099.1
22838,49,services,married,high.school,no,no,no,cellular,aug,mon,150,2,999,0,1.4,93.444,-36.1,4.965,5228.1
25013,38,admin.,single,high.school,no,yes,no,cellular,nov,tue,90,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
4587,41,admin.,married,unknown,unknown,no,no,telephone,may,tue,185,12,999,0,1.1,93.994,-36.4,4.856,5191.0
13677,24,services,married,high.school,no,no,no,telephone,jul,thu,139,1,999,0,1.4,93.918,-42.7,4.963,5228.1
36842,26,admin.,married,high.school,no,no,no,cellular,jun,mon,79,1,999,0,-2.9,92.963,-40.8,1.26,5076.2
8379,39,blue-collar,married,basic.6y,no,no,no,telephone,jun,tue,1340,1,999,0,1.4,94.465,-41.8,4.864,5228.1
24823,33,admin.,married,university.degree,no,yes,no,cellular,nov,tue,52,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
25367,50,admin.,married,university.degree,no,no,no,telephone,nov,tue,40,1,999,0,-0.1,93.2,-42.0,4.153,5195.8
25561,31,technician,married,university.degree,no,no,no,cellular,nov,wed,298,1,999,1,-0.1,93.2,-42.0,4.12,5195.8
5696,33,technician,divorced,professional.course,no,yes,no,telephone,may,mon,147,3,999,0,1.1,93.994,-36.4,4.857,5191.0
2942,45,self-employed,single,professional.course,unknown,yes,no,telephone,may,wed,77,4,999,0,1.1,93.994,-36.4,4.859,5191.0
37148,52,management,married,university.degree,no,no,no,cellular,aug,wed,206,1,999,1,-2.9,92.201,-31.4,0.884,5076.2
31231,51,admin.,single,university.degree,no,no,no,cellular,may,wed,187,1,999,0,-1.8,92.893,-46.2,1.334,5099.1
37101,44,admin.,divorced,high.school,no,no,yes,cellular,jul,tue,132,4,999,0,-2.9,92.469,-33.6,0.908,5076.2
21171,33,management,married,high.school,unknown,yes,no,telephone,aug,mon,71,3,999,0,1.4,93.444,-36.1,4.963,5228.1
39051,64,retired,married,high.school,no,yes,no,cellular,dec,wed,354,1,999,0,-3.0,92.713,-33.0,0.715,5023.5
10339,52,blue-collar,married,basic.4y,no,no,no,telephone,jun,mon,50,3,999,0,1.4,94.465,-41.8,4.96,5228.1
26679,56,retired,married,basic.4y,no,yes,yes,cellular,nov,thu,258,1,999,0,-0.1,93.2,-42.0,4.076,5195.8
8308,43,management,married,university.degree,no,yes,yes,telephone,jun,tue,435,3,999,0,1.4,94.465,-41.8,4.864,5228.1
11619,37,blue-collar,married,unknown,no,no,no,telephone,jun,fri,34,3,999,0,1.4,94.465,-41.8,4.959,5228.1
25941,35,admin.,married,university.degree,no,yes,yes,cellular,nov,wed,1028,2,999,0,-0.1,93.2,-42.0,4.12,5195.8
33826,38,self-employed,married,basic.9y,no,no,yes,cellular,may,wed,234,2,999,1,-1.8,92.893,-46.2,1.281,5099.1
37705,25,admin.,single,university.degree,no,yes,no,telephone,aug,thu,84,1,999,0,-2.9,92.201,-31.4,0.851,5076.2
6783,37,entrepreneur,married,high.school,no,yes,no,telephone,may,wed,57,4,999,0,1.1,93.994,-36.4,4.857,5191.0
37224,46,housemaid,married,high.school,no,yes,no,cellular,aug,fri,258,1,999,0,-2.9,92.201,-31.4,0.881,5076.2
39082,23,student,single,basic.9y,no,yes,no,cellular,dec,tue,256,2,999,0,-3.0,92.713,-33.0,0.708,5023.5
39196,41,admin.,divorced,university.degree,no,yes,no,cellular,mar,fri,498,2,6,3,-1.8,93.369,-34.8,0.653,5008.7
19950,33,self-employed,married,basic.9y,unknown,no,no,cellular,aug,fri,1000,1,999,0,1.4,93.444,-36.1,4.966,5228.1
37203,35,admin.,single,university.degree,no,yes,yes,cellular,aug,thu,471,1,999,0,-2.9,92.201,-31.4,0.883,5076.2
1610,47,blue-collar,single,basic.4y,no,no,no,telephone,may,fri,131,1,999,0,1.1,93.994,-36.4,4.855,5191.0
19485,39,technician,married,professional.course,no,yes,no,cellular,aug,thu,253,1,999,0,1.4,93.444,-36.1,4.968,5228.1
29175,43,blue-collar,married,basic.6y,unknown,yes,no,cellular,apr,fri,19,4,999,0,-1.8,93.075,-47.1,1.405,5099.1
35193,60,admin.,divorced,high.school,unknown,yes,no,cellular,may,fri,99,1,999,1,-1.8,92.893,-46.2,1.25,5099.1
23806,31,self-employed,married,university.degree,no,yes,no,cellular,aug,fri,73,1,999,0,1.4,93.444,-36.1,4.963,5228.1
31989,48,technician,married,basic.9y,no,no,no,cellular,may,thu,553,3,999,0,-1.8,92.893,-46.2,1.327,5099.1
34795,36,blue-collar,married,basic.6y,no,yes,no,cellular,may,thu,125,5,999,0,-1.8,92.893,-46.2,1.266,5099.1
35749,41,admin.,single,high.school,no,no,no,cellular,may,mon,466,2,999,0,-1.8,92.893,-46.2,1.244,5099.1
12319,31,admin.,single,university.degree,no,yes,no,telephone,jul,fri,64,1,999,0,1.4,93.918,-42.7,4.959,5228.1
35709,35,blue-collar,single,high.school,no,yes,no,cellular,may,mon,33,5,999,0,-1.8,92.893,-46.2,1.244,5099.1
39388,56,unemployed,divorced,basic.4y,no,yes,no,cellular,mar,wed,170,1,999,1,-1.8,93.369,-34.8,0.634,5008.7
19635,32,admin.,single,university.degree,no,no,no,cellular,aug,thu,159,2,999,0,1.4,93.444,-36.1,4.968,5228.1
16511,36,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,157,1,999,0,1.4,93.918,-42.7,4.963,5228.1
13003,28,services,married,high.school,no,yes,no,telephone,jul,tue,71,1,999,0,1.4,93.918,-42.7,4.962,5228.1
1815,50,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,fri,193,2,999,0,1.1,93.994,-36.4,4.855,5191.0
25424,34,entrepreneur,single,basic.9y,no,no,yes,cellular,nov,wed,139,3,999,0,-0.1,93.2,-42.0,4.12,5195.8
31985,49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,589,2,999,0,-1.8,92.893,-46.2,1.327,5099.1
14589,49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,792,4,999,0,1.4,93.918,-42.7,4.961,5228.1
25181,46,blue-collar,married,basic.6y,no,no,yes,cellular,nov,tue,97,2,999,0,-0.1,93.2,-42.0,4.153,5195.8
2124,30,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,may,mon,386,2,999,0,1.1,93.994,-36.4,4.857,5191.0
13706,31,admin.,married,high.school,no,no,no,cellular,jul,thu,293,1,999,0,1.4,93.918,-42.7,4.963,5228.1
31730,35,blue-collar,married,basic.4y,unknown,yes,no,cellular,may,thu,275,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
38809,53,admin.,single,university.degree,no,yes,yes,telephone,nov,fri,212,3,999,1,-3.4,92.649,-30.1,0.714,5017.5
40863,30,self-employed,single,basic.9y,no,no,yes,telephone,oct,mon,5,1,999,0,-1.1,94.601,-49.5,0.953,4963.6
14193,31,services,married,high.school,no,no,no,cellular,jul,mon,650,4,999,0,1.4,93.918,-42.7,4.962,5228.1
18586,47,technician,married,high.school,no,yes,no,cellular,jul,thu,388,3,999,0,1.4,93.918,-42.7,4.968,5228.1
20441,46,services,married,unknown,no,no,no,cellular,aug,tue,177,1,999,0,1.4,93.444,-36.1,4.966,5228.1
17604,44,blue-collar,married,unknown,unknown,no,no,cellular,jul,mon,118,2,999,0,1.4,93.918,-42.7,4.962,5228.1
27946,32,admin.,single,university.degree,no,unknown,unknown,cellular,mar,mon,136,3,999,0,-1.8,92.843,-50.0,1.52,5099.1
32256,45,services,single,high.school,no,yes,no,cellular,may,fri,127,2,999,0,-1.8,92.893,-46.2,1.313,5099.1
33586,33,blue-collar,single,basic.4y,no,no,yes,cellular,may,tue,807,3,999,1,-1.8,92.893,-46.2,1.291,5099.1
21445,31,technician,married,professional.course,no,yes,no,cellular,aug,tue,284,1,999,0,1.4,93.444,-36.1,4.963,5228.1
39753,38,admin.,single,basic.9y,no,no,no,cellular,may,thu,275,2,999,0,-1.8,93.876,-40.0,0.699,5008.7
30105,23,management,single,university.degree,no,yes,no,cellular,apr,mon,122,1,999,0,-1.8,93.075,-47.1,1.392,5099.1
4907,60,retired,married,professional.course,unknown,no,no,telephone,may,wed,280,5,999,0,1.1,93.994,-36.4,4.858,5191.0
3723,50,technician,married,professional.course,no,no,no,telephone,may,fri,121,2,999,0,1.1,93.994,-36.4,4.859,5191.0
12736,31,blue-collar,single,basic.9y,no,yes,no,cellular,jul,tue,342,1,999,0,1.4,93.918,-42.7,4.962,5228.1
38656,71,retired,married,professional.course,no,yes,yes,telephone,nov,tue,383,1,999,0,-3.4,92.649,-30.1,0.72,5017.5
2672,33,admin.,single,high.school,no,unknown,unknown,telephone,may,wed,137,4,999,0,1.1,93.994,-36.4,4.859,5191.0
9418,38,admin.,single,university.degree,unknown,yes,no,telephone,jun,fri,188,7,999,0,1.4,94.465,-41.8,4.967,5228.1
4553,24,admin.,single,high.school,no,no,no,telephone,may,tue,172,4,999,0,1.1,93.994,-36.4,4.856,5191.0
6010,38,unemployed,single,high.school,no,yes,no,telephone,may,tue,597,3,999,0,1.1,93.994,-36.4,4.857,5191.0
28438,57,services,married,high.school,no,yes,no,cellular,apr,thu,275,2,999,1,-1.8,93.075,-47.1,1.435,5099.1
19606,50,admin.,married,university.degree,no,no,no,cellular,aug,thu,407,2,999,0,1.4,93.444,-36.1,4.968,5228.1
18441,45,entrepreneur,divorced,university.degree,no,no,yes,cellular,jul,thu,216,1,999,0,1.4,93.918,-42.7,4.968,5228.1
27550,56,services,married,basic.4y,unknown,yes,no,cellular,nov,fri,39,4,999,1,-0.1,93.2,-42.0,4.021,5195.8
3165,38,blue-collar,married,basic.4y,unknown,no,no,telephone,may,thu,241,2,999,0,1.1,93.994,-36.4,4.86,5191.0
32774,27,unknown,single,high.school,unknown,yes,yes,cellular,may,mon,628,1,999,0,-1.8,92.893,-46.2,1.299,5099.1
1658,31,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,514,1,999,0,1.1,93.994,-36.4,4.855,5191.0
40350,28,unemployed,single,basic.9y,no,no,yes,cellular,aug,tue,261,1,999,1,-1.7,94.027,-38.3,0.899,4991.6
19099,49,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,126,1,999,0,1.4,93.444,-36.1,4.968,5228.1
23106,33,management,married,university.degree,no,yes,no,cellular,aug,tue,126,1,999,0,1.4,93.444,-36.1,4.965,5228.1
16809,33,technician,single,high.school,no,yes,no,cellular,jul,thu,209,1,999,0,1.4,93.918,-42.7,4.962,5228.1
27364,44,admin.,married,university.degree,unknown,no,no,cellular,nov,fri,311,1,999,0,-0.1,93.2,-42.0,4.021,5195.8
16247,43,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,307,1,999,0,1.4,93.918,-42.7,4.961,5228.1
31610,26,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,thu,49,1,999,0,-1.8,92.893,-46.2,1.327,5099.1
27885,28,technician,single,professional.course,no,yes,no,telephone,mar,tue,58,2,999,0,-1.8,92.843,-50.0,1.556,5099.1
9674,38,technician,married,high.school,no,no,no,telephone,jun,mon,479,4,999,0,1.4,94.465,-41.8,4.961,5228.1
19234,45,blue-collar,married,basic.6y,unknown,yes,yes,cellular,aug,wed,165,1,999,0,1.4,93.444,-36.1,4.967,5228.1
33779,41,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,wed,256,2,999,1,-1.8,92.893,-46.2,1.281,5099.1
35196,52,admin.,married,university.degree,no,yes,no,cellular,may,fri,401,1,999,0,-1.8,92.893,-46.2,1.25,5099.1
36353,32,admin.,married,university.degree,no,no,no,cellular,jun,tue,596,1,999,0,-2.9,92.963,-40.8,1.262,5076.2
9773,44,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,mon,299,5,999,0,1.4,94.465,-41.8,4.961,5228.1
3559,50,management,married,university.degree,unknown,no,no,telephone,may,fri,136,1,999,0,1.1,93.994,-36.4,4.859,5191.0
36862,40,unemployed,single,basic.4y,no,no,no,cellular,jun,tue,459,2,999,0,-2.9,92.963,-40.8,1.252,5076.2
3855,23,services,married,basic.9y,no,no,no,telephone,may,fri,1144,3,999,0,1.1,93.994,-36.4,4.859,5191.0
4888,30,admin.,married,university.degree,no,no,no,telephone,may,wed,573,1,999,0,1.1,93.994,-36.4,4.858,5191.0
28816,41,blue-collar,divorced,basic.4y,no,yes,no,cellular,apr,thu,256,3,999,1,-1.8,93.075,-47.1,1.41,5099.1
39390,56,admin.,single,university.degree,no,yes,no,cellular,mar,wed,175,1,999,1,-1.8,93.369,-34.8,0.634,5008.7
5314,44,blue-collar,married,professional.course,no,unknown,unknown,telephone,may,fri,189,2,999,0,1.1,93.994,-36.4,4.857,5191.0
25891,29,admin.,married,university.degree,no,no,no,cellular,nov,wed,117,1,999,0,-0.1,93.2,-42.0,4.12,5195.8
13701,49,management,divorced,university.degree,no,no,no,cellular,jul,thu,161,5,999,0,1.4,93.918,-42.7,4.963,5228.1
30616,48,unemployed,married,professional.course,no,yes,yes,cellular,may,mon,10,4,999,1,-1.8,92.893,-46.2,1.354,5099.1
4828,58,management,single,professional.course,no,no,no,telephone,may,wed,233,1,999,0,1.1,93.994,-36.4,4.858,5191.0
33585,34,services,married,high.school,unknown,no,yes,cellular,may,tue,22,5,999,0,-1.8,92.893,-46.2,1.291,5099.1
3908,30,management,divorced,high.school,no,yes,no,telephone,may,mon,19,5,999,0,1.1,93.994,-36.4,4.858,5191.0
29143,33,blue-collar,single,basic.9y,no,no,no,cellular,apr,fri,419,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
34734,35,admin.,divorced,high.school,no,yes,no,cellular,may,thu,406,2,999,0,-1.8,92.893,-46.2,1.266,5099.1
10638,41,services,married,high.school,unknown,yes,yes,telephone,jun,tue,31,1,999,0,1.4,94.465,-41.8,4.961,5228.1
9344,34,technician,married,university.degree,no,no,no,telephone,jun,fri,191,2,999,0,1.4,94.465,-41.8,4.967,5228.1
35180,44,blue-collar,married,basic.4y,no,no,no,cellular,may,fri,82,2,999,1,-1.8,92.893,-46.2,1.25,5099.1
22915,50,services,married,high.school,no,yes,no,cellular,aug,mon,54,15,999,0,1.4,93.444,-36.1,4.965,5228.1
18283,39,services,single,high.school,no,no,no,cellular,jul,wed,239,4,999,0,1.4,93.918,-42.7,4.963,5228.1
10284,32,blue-collar,married,basic.9y,no,yes,yes,telephone,jun,mon,452,1,999,0,1.4,94.465,-41.8,4.96,5228.1
9891,48,blue-collar,married,basic.9y,no,no,no,telephone,jun,wed,100,1,999,0,1.4,94.465,-41.8,4.959,5228.1
38260,80,retired,married,basic.4y,no,no,no,cellular,oct,tue,242,1,999,2,-3.4,92.431,-26.9,0.742,5017.5
18327,43,services,married,high.school,unknown,no,yes,cellular,jul,wed,105,11,999,0,1.4,93.918,-42.7,4.963,5228.1
26522,41,blue-collar,single,basic.9y,no,no,no,cellular,nov,thu,120,4,999,1,-0.1,93.2,-42.0,4.076,5195.8
38971,64,management,divorced,university.degree,no,no,yes,cellular,dec,thu,421,1,999,1,-3.0,92.713,-33.0,0.72,5023.5
39248,35,technician,married,professional.course,no,no,no,telephone,mar,thu,282,2,6,1,-1.8,93.369,-34.8,0.65,5008.7
17391,43,services,married,basic.6y,unknown,unknown,unknown,cellular,jul,mon,939,2,999,0,1.4,93.918,-42.7,4.962,5228.1
15089,27,unemployed,single,university.degree,no,yes,no,cellular,jul,thu,143,1,999,0,1.4,93.918,-42.7,4.958,5228.1
24049,27,admin.,single,university.degree,no,no,no,telephone,oct,tue,540,1,999,0,-0.1,93.798,-40.4,4.86,5195.8
38086,69,unknown,married,university.degree,no,yes,yes,cellular,sep,tue,109,2,3,1,-3.4,92.379,-29.8,0.77,5017.5
7567,44,technician,married,professional.course,unknown,yes,no,telephone,may,fri,388,7,999,0,1.1,93.994,-36.4,4.864,5191.0
29236,41,blue-collar,married,basic.4y,unknown,yes,no,cellular,apr,fri,150,2,999,1,-1.8,93.075,-47.1,1.405,5099.1
14722,34,blue-collar,married,basic.9y,no,yes,no,cellular,jul,tue,1412,4,999,0,1.4,93.918,-42.7,4.961,5228.1
40403,30,student,single,high.school,no,no,no,cellular,aug,thu,200,1,999,1,-1.7,94.027,-38.3,0.904,4991.6
5369,40,management,divorced,university.degree,unknown,yes,no,telephone,may,fri,157,1,999,0,1.1,93.994,-36.4,4.857,5191.0
9604,46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,88,1,999,0,1.4,94.465,-41.8,4.961,5228.1
22680,45,unemployed,married,professional.course,no,yes,yes,cellular,aug,fri,98,5,999,0,1.4,93.444,-36.1,4.964,5228.1
29434,36,blue-collar,divorced,basic.6y,no,yes,no,cellular,apr,mon,339,1,999,0,-1.8,93.075,-47.1,1.405,5099.1
30152,39,services,married,high.school,no,yes,no,cellular,apr,thu,243,1,999,0,-1.8,93.075,-47.1,1.365,5099.1
2619,58,blue-collar,married,basic.4y,no,yes,no,telephone,may,tue,318,2,999,0,1.1,93.994,-36.4,4.856,5191.0
4486,41,technician,married,professional.course,no,no,no,telephone,may,tue,148,2,999,0,1.1,93.994,-36.4,4.856,5191.0
11796,27,unemployed,married,high.school,no,yes,no,telephone,jun,fri,23,13,999,0,1.4,94.465,-41.8,4.959,5228.1
17373,40,blue-collar,married,professional.course,no,yes,no,cellular,jul,mon,108,3,999,0,1.4,93.918,-42.7,4.962,5228.1
24373,39,admin.,married,unknown,no,yes,yes,cellular,nov,mon,60,2,999,1,-0.1,93.2,-42.0,4.191,5195.8
22560,30,technician,married,university.degree,no,no,no,cellular,aug,fri,65,2,999,0,1.4,93.444,-36.1,4.964,5228.1
7385,34,unemployed,married,unknown,no,yes,no,telephone,may,fri,54,3,999,0,1.1,93.994,-36.4,4.864,5191.0
